XShoot,XTree,Year,Tree,Cultivar,Shoot,LeafP1,LeafP2,Count
304,22,2012,10,Cox,13,15,5,0
304,22,2012,10,Cox,13,16,4,0
304,22,2012,10,Cox,13,17,3,0
304,22,2012,10,Cox,13,18,2,0
304,22,2012,10,Cox,13,19,1,0
305,22,2012,10,Cox,14,1,17,0
305,22,2012,10,Cox,14,2,16,0
305,22,2012,10,Cox,14,3,15,0
305,22,2012,10,Cox,14,4,14,0
305,22,2012,10,Cox,14,5,13,0
305,22,2012,10,Cox,14,6,12,0
305,22,2012,10,Cox,14,7,11,0
305,22,2012,10,Cox,14,8,10,0
305,22,2012,10,Cox,14,9,9,0
305,22,2012,10,Cox,14,10,8,0
305,22,2012,10,Cox,14,11,7,0
305,22,2012,10,Cox,14,12,6,0
305,22,2012,10,Cox,14,13,5,0
305,22,2012,10,Cox,14,14,4,0
305,22,2012,10,Cox,14,15,3,0
305,22,2012,10,Cox,14,16,2,0
305,22,2012,10,Cox,14,17,1,0
306,22,2012,10,Cox,15,1,8,0
306,22,2012,10,Cox,15,2,7,0
306,22,2012,10,Cox,15,3,6,0
306,22,2012,10,Cox,15,4,5,0
306,22,2012,10,Cox,15,5,4,0
306,22,2012,10,Cox,15,6,3,0
306,22,2012,10,Cox,15,7,2,0
306,22,2012,10,Cox,15,8,1,0
322,24,2012,11,Cox,1,1,12,0
322,24,2012,11,Cox,1,2,11,0
322,24,2012,11,Cox,1,3,10,0
322,24,2012,11,Cox,1,4,9,0
322,24,2012,11,Cox,1,5,8,0
322,24,2012,11,Cox,1,6,7,0
322,24,2012,11,Cox,1,7,6,0
322,24,2012,11,Cox,1,8,5,0
322,24,2012,11,Cox,1,9,4,0
322,24,2012,11,Cox,1,10,3,0
322,24,2012,11,Cox,1,11,2,0
322,24,2012,11,Cox,1,12,1,0
323,24,2012,11,Cox,2,1,12,0
323,24,2012,11,Cox,2,2,11,0
323,24,2012,11,Cox,2,3,10,0
323,24,2012,11,Cox,2,4,9,0
323,24,2012,11,Cox,2,5,8,1
323,24,2012,11,Cox,2,6,7,0
323,24,2012,11,Cox,2,7,6,0
323,24,2012,11,Cox,2,8,5,0
323,24,2012,11,Cox,2,9,4,0
323,24,2012,11,Cox,2,10,3,0
323,24,2012,11,Cox,2,11,2,0
323,24,2012,11,Cox,2,12,1,0
324,24,2012,11,Cox,3,1,18,0
324,24,2012,11,Cox,3,2,17,0
324,24,2012,11,Cox,3,3,16,0
324,24,2012,11,Cox,3,4,15,0
324,24,2012,11,Cox,3,5,14,0
324,24,2012,11,Cox,3,6,13,0
324,24,2012,11,Cox,3,7,12,0
324,24,2012,11,Cox,3,8,11,0
324,24,2012,11,Cox,3,9,10,0
324,24,2012,11,Cox,3,10,9,0
324,24,2012,11,Cox,3,11,8,0
324,24,2012,11,Cox,3,12,7,0
324,24,2012,11,Cox,3,13,6,0
324,24,2012,11,Cox,3,14,5,0
324,24,2012,11,Cox,3,15,4,0
324,24,2012,11,Cox,3,16,3,0
324,24,2012,11,Cox,3,17,2,0
324,24,2012,11,Cox,3,18,1,0
325,24,2012,11,Cox,4,1,11,0
325,24,2012,11,Cox,4,2,10,0
325,24,2012,11,Cox,4,3,9,0
325,24,2012,11,Cox,4,4,8,0
325,24,2012,11,Cox,4,5,7,0
325,24,2012,11,Cox,4,6,6,0
325,24,2012,11,Cox,4,7,5,0
325,24,2012,11,Cox,4,8,4,0
325,24,2012,11,Cox,4,9,3,0
325,24,2012,11,Cox,4,10,2,0
325,24,2012,11,Cox,4,11,1,0
326,24,2012,11,Cox,5,1,12,0
326,24,2012,11,Cox,5,2,11,0
326,24,2012,11,Cox,5,3,10,0
326,24,2012,11,Cox,5,4,9,0
326,24,2012,11,Cox,5,5,8,0
326,24,2012,11,Cox,5,6,7,0
326,24,2012,11,Cox,5,7,6,0
326,24,2012,11,Cox,5,8,5,0
326,24,2012,11,Cox,5,9,4,0
326,24,2012,11,Cox,5,10,3,0
326,24,2012,11,Cox,5,11,2,0
326,24,2012,11,Cox,5,12,1,0
327,24,2012,11,Cox,6,1,11,0
327,24,2012,11,Cox,6,2,10,0
327,24,2012,11,Cox,6,3,9,0
327,24,2012,11,Cox,6,4,8,0
327,24,2012,11,Cox,6,5,7,0
327,24,2012,11,Cox,6,6,6,0
327,24,2012,11,Cox,6,7,5,0
327,24,2012,11,Cox,6,8,4,0
327,24,2012,11,Cox,6,9,3,0
327,24,2012,11,Cox,6,10,2,0
327,24,2012,11,Cox,6,11,1,0
328,24,2012,11,Cox,7,1,17,0
328,24,2012,11,Cox,7,2,16,0
328,24,2012,11,Cox,7,3,15,0
328,24,2012,11,Cox,7,4,14,0
328,24,2012,11,Cox,7,5,13,0
328,24,2012,11,Cox,7,6,12,1
328,24,2012,11,Cox,7,7,11,5
328,24,2012,11,Cox,7,8,10,0
328,24,2012,11,Cox,7,9,9,0
328,24,2012,11,Cox,7,10,8,0
328,24,2012,11,Cox,7,11,7,0
328,24,2012,11,Cox,7,12,6,0
328,24,2012,11,Cox,7,13,5,0
328,24,2012,11,Cox,7,14,4,0
328,24,2012,11,Cox,7,15,3,0
328,24,2012,11,Cox,7,16,2,0
328,24,2012,11,Cox,7,17,1,0
329,24,2012,11,Cox,8,1,13,0
329,24,2012,11,Cox,8,2,12,0
329,24,2012,11,Cox,8,3,11,0
329,24,2012,11,Cox,8,4,10,0
329,24,2012,11,Cox,8,5,9,0
329,24,2012,11,Cox,8,6,8,0
329,24,2012,11,Cox,8,7,7,1
329,24,2012,11,Cox,8,8,6,0
329,24,2012,11,Cox,8,9,5,0
329,24,2012,11,Cox,8,10,4,0
329,24,2012,11,Cox,8,11,3,0
329,24,2012,11,Cox,8,12,2,0
329,24,2012,11,Cox,8,13,1,0
330,24,2012,11,Cox,9,1,18,0
330,24,2012,11,Cox,9,2,17,0
330,24,2012,11,Cox,9,3,16,0
330,24,2012,11,Cox,9,4,15,0
330,24,2012,11,Cox,9,5,14,0
330,24,2012,11,Cox,9,6,13,0
330,24,2012,11,Cox,9,7,12,8
330,24,2012,11,Cox,9,8,11,0
330,24,2012,11,Cox,9,9,10,0
330,24,2012,11,Cox,9,10,9,0
330,24,2012,11,Cox,9,11,8,0
330,24,2012,11,Cox,9,12,7,0
330,24,2012,11,Cox,9,13,6,0
330,24,2012,11,Cox,9,14,5,0
330,24,2012,11,Cox,9,15,4,0
330,24,2012,11,Cox,9,16,3,0
330,24,2012,11,Cox,9,17,2,0
330,24,2012,11,Cox,9,18,1,0
331,24,2012,11,Cox,10,1,14,0
331,24,2012,11,Cox,10,2,13,0
331,24,2012,11,Cox,10,3,12,0
331,24,2012,11,Cox,10,4,11,0
331,24,2012,11,Cox,10,5,10,1
331,24,2012,11,Cox,10,6,9,3
331,24,2012,11,Cox,10,9,6,0
331,24,2012,11,Cox,10,10,5,0
331,24,2012,11,Cox,10,11,4,0
331,24,2012,11,Cox,10,12,3,0
331,24,2012,11,Cox,10,13,2,0
331,24,2012,11,Cox,10,14,1,0
332,24,2012,11,Cox,11,1,18,0
332,24,2012,11,Cox,11,2,17,0
332,24,2012,11,Cox,11,3,16,0
332,24,2012,11,Cox,11,4,15,0
332,24,2012,11,Cox,11,5,14,0
332,24,2012,11,Cox,11,6,13,0
332,24,2012,11,Cox,11,7,12,1
332,24,2012,11,Cox,11,9,10,0
332,24,2012,11,Cox,11,10,9,0
332,24,2012,11,Cox,11,11,8,0
332,24,2012,11,Cox,11,12,7,0
332,24,2012,11,Cox,11,13,6,0
332,24,2012,11,Cox,11,14,5,0
332,24,2012,11,Cox,11,15,4,0
332,24,2012,11,Cox,11,16,3,0
332,24,2012,11,Cox,11,17,2,0
332,24,2012,11,Cox,11,18,1,0
333,24,2012,11,Cox,12,1,12,0
333,24,2012,11,Cox,12,2,11,0
333,24,2012,11,Cox,12,3,10,0
333,24,2012,11,Cox,12,4,9,0
333,24,2012,11,Cox,12,5,8,0
333,24,2012,11,Cox,12,6,7,0
333,24,2012,11,Cox,12,7,6,0
333,24,2012,11,Cox,12,8,5,0
333,24,2012,11,Cox,12,9,4,0
333,24,2012,11,Cox,12,10,3,0
333,24,2012,11,Cox,12,11,2,0
333,24,2012,11,Cox,12,12,1,0
334,24,2012,11,Cox,13,1,12,0
334,24,2012,11,Cox,13,2,11,0
334,24,2012,11,Cox,13,3,10,1
334,24,2012,11,Cox,13,4,9,0
334,24,2012,11,Cox,13,5,8,2
334,24,2012,11,Cox,13,6,7,0
334,24,2012,11,Cox,13,7,6,0
334,24,2012,11,Cox,13,8,5,0
334,24,2012,11,Cox,13,9,4,0
334,24,2012,11,Cox,13,10,3,0
334,24,2012,11,Cox,13,11,2,0
334,24,2012,11,Cox,13,12,1,0
335,24,2012,11,Cox,14,1,15,0
335,24,2012,11,Cox,14,2,14,0
335,24,2012,11,Cox,14,3,13,1
335,24,2012,11,Cox,14,4,12,0
335,24,2012,11,Cox,14,5,11,0
335,24,2012,11,Cox,14,6,10,0
335,24,2012,11,Cox,14,7,9,0
335,24,2012,11,Cox,14,8,8,0
335,24,2012,11,Cox,14,9,7,0
335,24,2012,11,Cox,14,10,6,0
335,24,2012,11,Cox,14,11,5,0
335,24,2012,11,Cox,14,12,4,0
335,24,2012,11,Cox,14,13,3,0
335,24,2012,11,Cox,14,14,2,0
335,24,2012,11,Cox,14,15,1,0
336,24,2012,11,Cox,15,1,9,0
336,24,2012,11,Cox,15,2,8,0
336,24,2012,11,Cox,15,3,7,0
336,24,2012,11,Cox,15,4,6,0
336,24,2012,11,Cox,15,5,5,0
336,24,2012,11,Cox,15,6,4,0
336,24,2012,11,Cox,15,7,3,0
336,24,2012,11,Cox,15,8,2,0
336,24,2012,11,Cox,15,9,1,0
352,26,2012,12,Cox,1,1,18,0
352,26,2012,12,Cox,1,2,17,0
352,26,2012,12,Cox,1,3,16,0
352,26,2012,12,Cox,1,4,15,0
352,26,2012,12,Cox,1,5,14,1
352,26,2012,12,Cox,1,6,13,0
352,26,2012,12,Cox,1,7,12,0
352,26,2012,12,Cox,1,8,11,0
352,26,2012,12,Cox,1,9,10,0
352,26,2012,12,Cox,1,10,9,0
352,26,2012,12,Cox,1,11,8,0
352,26,2012,12,Cox,1,12,7,0
352,26,2012,12,Cox,1,13,6,0
352,26,2012,12,Cox,1,14,5,0
352,26,2012,12,Cox,1,15,4,0
352,26,2012,12,Cox,1,16,3,0
352,26,2012,12,Cox,1,17,2,0
352,26,2012,12,Cox,1,18,1,0
353,26,2012,12,Cox,2,1,16,0
353,26,2012,12,Cox,2,2,15,0
353,26,2012,12,Cox,2,3,14,0
353,26,2012,12,Cox,2,4,13,1
353,26,2012,12,Cox,2,5,12,0
353,26,2012,12,Cox,2,6,11,0
353,26,2012,12,Cox,2,7,10,0
353,26,2012,12,Cox,2,8,9,0
353,26,2012,12,Cox,2,9,8,0
353,26,2012,12,Cox,2,10,7,0
353,26,2012,12,Cox,2,11,6,0
353,26,2012,12,Cox,2,12,5,0
353,26,2012,12,Cox,2,13,4,0
353,26,2012,12,Cox,2,14,3,0
353,26,2012,12,Cox,2,15,2,0
353,26,2012,12,Cox,2,16,1,0
354,26,2012,12,Cox,3,1,13,0
354,26,2012,12,Cox,3,2,12,0
354,26,2012,12,Cox,3,3,11,0
354,26,2012,12,Cox,3,4,10,0
354,26,2012,12,Cox,3,5,9,0
354,26,2012,12,Cox,3,6,8,0
354,26,2012,12,Cox,3,7,7,0
354,26,2012,12,Cox,3,8,6,0
354,26,2012,12,Cox,3,9,5,0
354,26,2012,12,Cox,3,10,4,0
354,26,2012,12,Cox,3,11,3,0
354,26,2012,12,Cox,3,12,2,0
354,26,2012,12,Cox,3,13,1,0
355,26,2012,12,Cox,4,1,13,1
355,26,2012,12,Cox,4,2,12,0
355,26,2012,12,Cox,4,3,11,0
355,26,2012,12,Cox,4,4,10,0
355,26,2012,12,Cox,4,5,9,0
355,26,2012,12,Cox,4,6,8,0
355,26,2012,12,Cox,4,7,7,0
355,26,2012,12,Cox,4,8,6,0
355,26,2012,12,Cox,4,9,5,0
355,26,2012,12,Cox,4,10,4,0
355,26,2012,12,Cox,4,11,3,0
355,26,2012,12,Cox,4,12,2,0
355,26,2012,12,Cox,4,13,1,0
356,26,2012,12,Cox,5,3,12,2
356,26,2012,12,Cox,5,4,11,2
356,26,2012,12,Cox,5,5,10,0
356,26,2012,12,Cox,5,6,9,0
356,26,2012,12,Cox,5,7,8,0
356,26,2012,12,Cox,5,8,7,0
356,26,2012,12,Cox,5,9,6,0
356,26,2012,12,Cox,5,10,5,0
356,26,2012,12,Cox,5,11,4,0
356,26,2012,12,Cox,5,12,3,0
356,26,2012,12,Cox,5,13,2,0
356,26,2012,12,Cox,5,14,1,0
357,26,2012,12,Cox,6,1,11,0
357,26,2012,12,Cox,6,2,10,2
357,26,2012,12,Cox,6,3,9,0
357,26,2012,12,Cox,6,4,8,0
357,26,2012,12,Cox,6,5,7,0
357,26,2012,12,Cox,6,6,6,0
357,26,2012,12,Cox,6,7,5,0
357,26,2012,12,Cox,6,8,4,0
357,26,2012,12,Cox,6,9,3,0
357,26,2012,12,Cox,6,10,2,0
357,26,2012,12,Cox,6,11,1,0
358,26,2012,12,Cox,7,1,13,0
358,26,2012,12,Cox,7,2,12,4
358,26,2012,12,Cox,7,3,11,0
358,26,2012,12,Cox,7,4,10,0
358,26,2012,12,Cox,7,5,9,0
358,26,2012,12,Cox,7,6,8,0
358,26,2012,12,Cox,7,7,7,0
358,26,2012,12,Cox,7,8,6,0
358,26,2012,12,Cox,7,9,5,0
358,26,2012,12,Cox,7,10,4,0
358,26,2012,12,Cox,7,11,3,0
358,26,2012,12,Cox,7,12,2,0
358,26,2012,12,Cox,7,13,1,0
359,26,2012,12,Cox,9,1,13,0
359,26,2012,12,Cox,9,2,12,0
359,26,2012,12,Cox,9,3,11,0
359,26,2012,12,Cox,9,4,10,1
359,26,2012,12,Cox,9,5,9,0
359,26,2012,12,Cox,9,7,7,0
359,26,2012,12,Cox,9,9,5,0
359,26,2012,12,Cox,9,10,4,0
359,26,2012,12,Cox,9,11,3,0
359,26,2012,12,Cox,9,12,2,0
359,26,2012,12,Cox,9,13,1,0
360,26,2012,12,Cox,10,1,18,0
360,26,2012,12,Cox,10,2,17,0
360,26,2012,12,Cox,10,3,16,0
360,26,2012,12,Cox,10,4,15,0
360,26,2012,12,Cox,10,5,14,1
360,26,2012,12,Cox,10,6,13,0
360,26,2012,12,Cox,10,7,12,0
360,26,2012,12,Cox,10,11,8,0
360,26,2012,12,Cox,10,12,7,0
360,26,2012,12,Cox,10,13,6,0
360,26,2012,12,Cox,10,14,5,0
360,26,2012,12,Cox,10,15,4,0
360,26,2012,12,Cox,10,16,3,0
360,26,2012,12,Cox,10,17,2,0
360,26,2012,12,Cox,10,18,1,0
361,26,2012,12,Cox,11,1,13,0
361,26,2012,12,Cox,11,2,12,0
361,26,2012,12,Cox,11,3,11,0
361,26,2012,12,Cox,11,4,10,0
361,26,2012,12,Cox,11,5,9,0
361,26,2012,12,Cox,11,9,5,0
361,26,2012,12,Cox,11,10,4,0
361,26,2012,12,Cox,11,11,3,0
361,26,2012,12,Cox,11,12,2,0
361,26,2012,12,Cox,11,13,1,0
362,26,2012,12,Cox,12,1,10,0
362,26,2012,12,Cox,12,2,9,0
362,26,2012,12,Cox,12,3,8,0
362,26,2012,12,Cox,12,4,7,0
362,26,2012,12,Cox,12,5,6,0
362,26,2012,12,Cox,12,6,5,0
362,26,2012,12,Cox,12,7,4,0
362,26,2012,12,Cox,12,8,3,0
362,26,2012,12,Cox,12,9,2,0
362,26,2012,12,Cox,12,10,1,0
363,26,2012,12,Cox,13,1,13,0
363,26,2012,12,Cox,13,3,11,0
363,26,2012,12,Cox,13,4,10,0
363,26,2012,12,Cox,13,5,9,0
363,26,2012,12,Cox,13,6,8,0
363,26,2012,12,Cox,13,7,7,0
363,26,2012,12,Cox,13,8,6,0
363,26,2012,12,Cox,13,9,5,0
363,26,2012,12,Cox,13,10,4,0
363,26,2012,12,Cox,13,11,3,0
363,26,2012,12,Cox,13,12,2,0
363,26,2012,12,Cox,13,13,1,0
364,26,2012,12,Cox,14,1,15,0
364,26,2012,12,Cox,14,2,14,0
364,26,2012,12,Cox,14,3,13,0
364,26,2012,12,Cox,14,4,12,0
364,26,2012,12,Cox,14,5,11,0
364,26,2012,12,Cox,14,6,10,0
364,26,2012,12,Cox,14,7,9,0
364,26,2012,12,Cox,14,8,8,0
364,26,2012,12,Cox,14,11,5,0
364,26,2012,12,Cox,14,12,4,0
364,26,2012,12,Cox,14,13,3,0
364,26,2012,12,Cox,14,14,2,0
364,26,2012,12,Cox,14,15,1,0
365,26,2012,12,Cox,15,1,14,0
365,26,2012,12,Cox,15,2,13,0
365,26,2012,12,Cox,15,3,12,1
365,26,2012,12,Cox,15,4,11,1
365,26,2012,12,Cox,15,5,10,1
365,26,2012,12,Cox,15,6,9,1
365,26,2012,12,Cox,15,7,8,0
365,26,2012,12,Cox,15,9,6,0
365,26,2012,12,Cox,15,10,5,0
365,26,2012,12,Cox,15,11,4,0
365,26,2012,12,Cox,15,12,3,0
365,26,2012,12,Cox,15,13,2,0
365,26,2012,12,Cox,15,14,1,0
1,1,2012,1,Gala,1,1,22,0
1,1,2012,1,Gala,1,2,21,0
1,1,2012,1,Gala,1,3,20,0
1,1,2012,1,Gala,1,4,19,0
1,1,2012,1,Gala,1,5,18,0
1,1,2012,1,Gala,1,6,17,0
1,1,2012,1,Gala,1,7,16,0
1,1,2012,1,Gala,1,8,15,0
1,1,2012,1,Gala,1,9,14,0
1,1,2012,1,Gala,1,10,13,0
1,1,2012,1,Gala,1,11,12,0
1,1,2012,1,Gala,1,12,11,0
1,1,2012,1,Gala,1,13,10,0
1,1,2012,1,Gala,1,14,9,0
1,1,2012,1,Gala,1,15,8,0
1,1,2012,1,Gala,1,16,7,0
1,1,2012,1,Gala,1,17,6,0
1,1,2012,1,Gala,1,18,5,0
1,1,2012,1,Gala,1,19,4,0
1,1,2012,1,Gala,1,20,3,0
1,1,2012,1,Gala,1,21,2,0
1,1,2012,1,Gala,1,22,1,0
2,1,2012,1,Gala,2,1,18,0
2,1,2012,1,Gala,2,2,17,0
2,1,2012,1,Gala,2,3,16,0
2,1,2012,1,Gala,2,4,15,0
2,1,2012,1,Gala,2,5,14,0
2,1,2012,1,Gala,2,6,13,0
2,1,2012,1,Gala,2,7,12,0
2,1,2012,1,Gala,2,8,11,0
2,1,2012,1,Gala,2,9,10,0
2,1,2012,1,Gala,2,10,9,1
2,1,2012,1,Gala,2,11,8,0
2,1,2012,1,Gala,2,12,7,0
2,1,2012,1,Gala,2,13,6,0
2,1,2012,1,Gala,2,14,5,0
2,1,2012,1,Gala,2,15,4,0
2,1,2012,1,Gala,2,16,3,0
2,1,2012,1,Gala,2,17,2,0
2,1,2012,1,Gala,2,18,1,0
3,1,2012,1,Gala,3,1,12,0
3,1,2012,1,Gala,3,2,11,0
3,1,2012,1,Gala,3,3,10,0
3,1,2012,1,Gala,3,4,9,0
3,1,2012,1,Gala,3,5,8,2
3,1,2012,1,Gala,3,6,7,0
3,1,2012,1,Gala,3,7,6,0
3,1,2012,1,Gala,3,8,5,0
3,1,2012,1,Gala,3,9,4,0
3,1,2012,1,Gala,3,10,3,0
3,1,2012,1,Gala,3,11,2,0
3,1,2012,1,Gala,3,12,1,0
4,1,2012,1,Gala,4,1,18,0
4,1,2012,1,Gala,4,2,17,0
4,1,2012,1,Gala,4,3,16,0
4,1,2012,1,Gala,4,4,15,0
4,1,2012,1,Gala,4,5,14,0
4,1,2012,1,Gala,4,6,13,0
4,1,2012,1,Gala,4,7,12,0
4,1,2012,1,Gala,4,8,11,0
4,1,2012,1,Gala,4,9,10,0
4,1,2012,1,Gala,4,10,9,0
4,1,2012,1,Gala,4,11,8,0
4,1,2012,1,Gala,4,12,7,0
4,1,2012,1,Gala,4,13,6,0
4,1,2012,1,Gala,4,14,5,0
4,1,2012,1,Gala,4,15,4,0
4,1,2012,1,Gala,4,16,3,0
4,1,2012,1,Gala,4,17,2,0
4,1,2012,1,Gala,4,18,1,0
5,1,2012,1,Gala,5,1,11,0
5,1,2012,1,Gala,5,2,10,0
5,1,2012,1,Gala,5,3,9,0
5,1,2012,1,Gala,5,4,8,0
5,1,2012,1,Gala,5,5,7,0
5,1,2012,1,Gala,5,6,6,0
5,1,2012,1,Gala,5,7,5,0
5,1,2012,1,Gala,5,8,4,0
5,1,2012,1,Gala,5,9,3,0
5,1,2012,1,Gala,5,10,2,0
5,1,2012,1,Gala,5,11,1,0
6,1,2012,1,Gala,6,2,12,0
6,1,2012,1,Gala,6,3,11,0
6,1,2012,1,Gala,6,4,10,0
6,1,2012,1,Gala,6,5,9,1
6,1,2012,1,Gala,6,6,8,0
6,1,2012,1,Gala,6,7,7,0
6,1,2012,1,Gala,6,8,6,0
6,1,2012,1,Gala,6,9,5,0
6,1,2012,1,Gala,6,10,4,0
6,1,2012,1,Gala,6,11,3,0
6,1,2012,1,Gala,6,12,2,0
6,1,2012,1,Gala,6,13,1,0
7,1,2012,1,Gala,7,1,12,0
7,1,2012,1,Gala,7,2,11,0
7,1,2012,1,Gala,7,3,10,0
7,1,2012,1,Gala,7,4,9,0
7,1,2012,1,Gala,7,5,8,0
7,1,2012,1,Gala,7,6,7,0
7,1,2012,1,Gala,7,7,6,0
7,1,2012,1,Gala,7,8,5,0
7,1,2012,1,Gala,7,9,4,0
7,1,2012,1,Gala,7,10,3,0
7,1,2012,1,Gala,7,11,2,0
7,1,2012,1,Gala,7,12,1,0
8,1,2012,1,Gala,8,1,9,0
8,1,2012,1,Gala,8,2,8,0
8,1,2012,1,Gala,8,3,7,0
8,1,2012,1,Gala,8,4,6,0
8,1,2012,1,Gala,8,5,5,1
8,1,2012,1,Gala,8,6,4,0
8,1,2012,1,Gala,8,7,3,0
8,1,2012,1,Gala,8,8,2,0
8,1,2012,1,Gala,8,9,1,0
9,1,2012,1,Gala,9,1,10,0
9,1,2012,1,Gala,9,2,9,0
9,1,2012,1,Gala,9,3,8,0
9,1,2012,1,Gala,9,4,7,0
9,1,2012,1,Gala,9,5,6,0
9,1,2012,1,Gala,9,6,5,0
9,1,2012,1,Gala,9,7,4,1
9,1,2012,1,Gala,9,8,3,0
9,1,2012,1,Gala,9,9,2,0
9,1,2012,1,Gala,9,10,1,0
10,1,2012,1,Gala,10,1,9,0
10,1,2012,1,Gala,10,2,8,0
10,1,2012,1,Gala,10,3,7,1
10,1,2012,1,Gala,10,4,6,0
10,1,2012,1,Gala,10,5,5,0
10,1,2012,1,Gala,10,6,4,0
10,1,2012,1,Gala,10,7,3,0
10,1,2012,1,Gala,10,8,2,0
10,1,2012,1,Gala,10,9,1,0
11,1,2012,1,Gala,11,1,13,0
11,1,2012,1,Gala,11,2,12,0
11,1,2012,1,Gala,11,3,11,0
11,1,2012,1,Gala,11,4,10,0
11,1,2012,1,Gala,11,5,9,0
11,1,2012,1,Gala,11,6,8,0
11,1,2012,1,Gala,11,8,6,0
11,1,2012,1,Gala,11,9,5,0
11,1,2012,1,Gala,11,10,4,0
11,1,2012,1,Gala,11,11,3,0
11,1,2012,1,Gala,11,12,2,0
11,1,2012,1,Gala,11,13,1,0
12,1,2012,1,Gala,12,1,16,0
12,1,2012,1,Gala,12,2,15,0
12,1,2012,1,Gala,12,3,14,0
12,1,2012,1,Gala,12,4,13,0
12,1,2012,1,Gala,12,5,12,0
12,1,2012,1,Gala,12,6,11,0
12,1,2012,1,Gala,12,7,10,0
12,1,2012,1,Gala,12,8,9,0
12,1,2012,1,Gala,12,9,8,0
12,1,2012,1,Gala,12,10,7,0
12,1,2012,1,Gala,12,11,6,0
12,1,2012,1,Gala,12,12,5,0
12,1,2012,1,Gala,12,13,4,0
12,1,2012,1,Gala,12,14,3,0
12,1,2012,1,Gala,12,15,2,0
12,1,2012,1,Gala,12,16,1,0
13,1,2012,1,Gala,13,1,9,0
13,1,2012,1,Gala,13,2,8,0
13,1,2012,1,Gala,13,3,7,0
13,1,2012,1,Gala,13,4,6,0
13,1,2012,1,Gala,13,5,5,1
13,1,2012,1,Gala,13,6,4,0
13,1,2012,1,Gala,13,7,3,1
13,1,2012,1,Gala,13,8,2,0
13,1,2012,1,Gala,13,9,1,1
14,1,2012,1,Gala,14,1,18,0
14,1,2012,1,Gala,14,2,17,0
14,1,2012,1,Gala,14,3,16,0
14,1,2012,1,Gala,14,4,15,0
14,1,2012,1,Gala,14,5,14,0
14,1,2012,1,Gala,14,6,13,0
14,1,2012,1,Gala,14,7,12,1
14,1,2012,1,Gala,14,8,11,1
14,1,2012,1,Gala,14,9,10,1
14,1,2012,1,Gala,14,10,9,0
14,1,2012,1,Gala,14,11,8,0
14,1,2012,1,Gala,14,12,7,0
14,1,2012,1,Gala,14,13,6,0
14,1,2012,1,Gala,14,14,5,0
14,1,2012,1,Gala,14,15,4,0
14,1,2012,1,Gala,14,16,3,0
14,1,2012,1,Gala,14,17,2,0
14,1,2012,1,Gala,14,18,1,0
15,1,2012,1,Gala,15,2,5,0
15,1,2012,1,Gala,15,3,4,0
15,1,2012,1,Gala,15,4,3,2
15,1,2012,1,Gala,15,5,2,0
15,1,2012,1,Gala,15,6,1,0
30,3,2012,2,Gala,1,1,17,0
30,3,2012,2,Gala,1,2,16,0
30,3,2012,2,Gala,1,3,15,0
30,3,2012,2,Gala,1,4,14,0
30,3,2012,2,Gala,1,5,13,0
30,3,2012,2,Gala,1,6,12,0
30,3,2012,2,Gala,1,7,11,1
30,3,2012,2,Gala,1,8,10,0
30,3,2012,2,Gala,1,9,9,0
30,3,2012,2,Gala,1,10,8,0
30,3,2012,2,Gala,1,11,7,0
30,3,2012,2,Gala,1,12,6,0
30,3,2012,2,Gala,1,13,5,0
30,3,2012,2,Gala,1,14,4,0
30,3,2012,2,Gala,1,15,3,0
30,3,2012,2,Gala,1,16,2,0
30,3,2012,2,Gala,1,17,1,0
31,3,2012,2,Gala,2,1,14,0
31,3,2012,2,Gala,2,2,13,0
31,3,2012,2,Gala,2,3,12,0
31,3,2012,2,Gala,2,4,11,0
31,3,2012,2,Gala,2,5,10,0
31,3,2012,2,Gala,2,6,9,0
31,3,2012,2,Gala,2,7,8,0
31,3,2012,2,Gala,2,8,7,0
31,3,2012,2,Gala,2,9,6,1
31,3,2012,2,Gala,2,10,5,0
31,3,2012,2,Gala,2,11,4,0
31,3,2012,2,Gala,2,12,3,0
31,3,2012,2,Gala,2,13,2,0
31,3,2012,2,Gala,2,14,1,0
32,3,2012,2,Gala,3,1,8,0
32,3,2012,2,Gala,3,2,7,0
32,3,2012,2,Gala,3,3,6,0
32,3,2012,2,Gala,3,4,5,0
32,3,2012,2,Gala,3,5,4,0
32,3,2012,2,Gala,3,6,3,0
32,3,2012,2,Gala,3,7,2,0
32,3,2012,2,Gala,3,8,1,0
33,3,2012,2,Gala,4,1,10,0
33,3,2012,2,Gala,4,2,9,0
33,3,2012,2,Gala,4,3,8,0
33,3,2012,2,Gala,4,4,7,0
33,3,2012,2,Gala,4,5,6,0
33,3,2012,2,Gala,4,6,5,1
33,3,2012,2,Gala,4,7,4,0
33,3,2012,2,Gala,4,8,3,0
33,3,2012,2,Gala,4,9,2,0
33,3,2012,2,Gala,4,10,1,0
34,3,2012,2,Gala,5,1,13,0
34,3,2012,2,Gala,5,2,12,0
34,3,2012,2,Gala,5,3,11,0
34,3,2012,2,Gala,5,4,10,0
34,3,2012,2,Gala,5,5,9,0
34,3,2012,2,Gala,5,6,8,1
34,3,2012,2,Gala,5,7,7,0
34,3,2012,2,Gala,5,8,6,0
34,3,2012,2,Gala,5,9,5,0
34,3,2012,2,Gala,5,10,4,0
34,3,2012,2,Gala,5,11,3,0
